year,entry_time,exit_time,exit_type,entry_price,exit_price,sl_price,tp_price,size,prob,adx,pnl_pct,pnl_eur,equity_after
2024,2024-03-21 05:30:00,2024-03-22 06:30:00,TP,544.9444,580.3658,509.523,580.3658,450.1184,0.8755,27.54,6.3,28.299,825.19
2024,2024-03-22 12:45:00,2024-03-29 04:15:00,TP,562.2617,598.8087,525.7147,598.8087,503.8998,0.8886,28.48,6.3,31.6802,856.87
2024,2024-12-09 02:30:00,2024-12-09 21:00:00,SL,721.5108,674.6126,674.6126,768.409,476.9314,0.8732,32.93,-6.7,-31.8924,824.97
2024,2024-12-09 21:15:00,2024-12-13 20:00:00,TP,684.4738,728.9646,639.983,728.9646,510.5512,0.891,41.39,6.3,32.0984,857.07
2025,2025-05-18 18:30:00,2025-05-22 03:45:00,TP,646.3257,688.3368,604.3145,688.3368,503.2534,0.8819,34.99,6.3,31.6395,888.71
2025,2025-07-27 20:45:00,2025-07-30 19:00:00,SL,831.3205,777.2847,777.2847,885.3563,460.054,0.8621,55.8,-6.7,-30.7638,857.95
2025,2025-08-05 14:30:00,2025-08-08 22:15:00,TP,749.1384,797.8324,700.4444,797.8324,698.3034,0.9468,28.57,6.3,43.9023,901.85
2025,2025-08-18 02:30:00,2025-08-22 17:45:00,TP,843.1223,897.9252,788.3193,897.9252,497.6655,0.8718,31.39,6.3,31.2882,933.14
2025,2025-10-05 09:30:00,2025-10-06 12:15:00,TP,1161.4102,1236.9019,1085.9186,1236.9019,599.6675,0.8978,32.1,6.3,37.7011,970.84
2025,2025-10-10 21:30:00,2025-10-11 17:00:00,TP,1093.8928,1164.9958,1022.7898,1164.9958,533.208,0.8711,41.18,6.3,33.5228,1004.36
2025,2025-10-12 12:15:00,2025-10-13 06:30:00,TP,1257.5563,1339.2975,1175.8151,1339.2975,612.6539,0.8885,60.81,6.3,38.5176,1042.88
2025,2025-10-17 07:30:00,2025-10-20 06:15:00,TP,1067.8067,1137.2142,998.3993,1137.2142,623.2883,0.8849,37.08,6.3,39.1862,1082.06
2025,2025-11-25 09:15:00,2025-11-27 02:30:00,TP,848.3575,903.5007,793.2143,903.5007,546.0565,0.8583,28.06,6.3,34.3305,1116.39
2026,2026-02-11 07:00:00,2026-02-15 07:30:00,TP,600.7101,639.7563,561.664,639.7563,602.1174,0.8683,44.3,6.3,37.8552,1154.25
2026,2026-03-01 06:30:00,2026-03-04 19:15:00,TP,624.5039,665.0966,583.9111,665.0966,667.9554,0.8795,35.76,6.3,41.9943,1196.24
